pokedex_number,name,generation,is_legendary,classification,type1,type2,height_m,weight_kg,ability_1,ability_2,ability_hidden,base_total,hp,attack,defense,sp_attack,sp_defense,speed,capture_rate,base_happiness,experience_growth,percentage_male,base_egg_steps
658,Ash-Greninja,6,0,Ninja Pokémon,Water,Dark,1.5,40,Battle Bond,,,640,72,145,67,153,71,132,45,70,1059860,100,5120
659,Bunnelby,6,0,Digging Pokémon,Normal,,0.4,5,Pickup,Cheek Pouch,Huge Power,237,38,36,38,32,36,57,255,70,1000000,50,3840
660,Diggersby,6,0,Digging Pokémon,Normal,Ground,1,42.4,Pickup,Cheek Pouch,Huge Power,423,85,56,77,50,77,78,127,70,1000000,50,3840
661,Fletchling,6,0,Tiny Robin Pokémon,Normal,Flying,0.3,1.7,Big Pecks,,Gale Wings,278,45,50,43,40,38,62,255,70,1059860,50,3840
662,Fletchinder,6,0,Ember Pokémon,Fire,Flying,0.7,16,Flame Body,,Gale Wings,382,62,73,55,56,52,84,120,70,1059860,50,3840
663,Talonflame,6,0,Scorching Pokémon,Fire,Flying,1.2,24.5,Flame Body,,Gale Wings,499,78,81,71,74,69,126,45,70,1059860,50,3840
664,Scatterbug,6,0,Scatterdust Pokémon,Bug,,0.3,2.5,Shield Dust,Compound Eyes,Friend Guard,200,38,35,40,27,25,35,255,70,1000000,50,3840
665,Spewpa,6,0,Scatterdust Pokémon,Bug,,0.3,8.4,Shed Skin,,Friend Guard,213,45,22,60,27,30,29,120,70,1000000,50,3840
666,Vivillon,6,0,Scale Pokémon,Bug,Flying,1.2,17,Shield Dust,Compound Eyes,Friend Guard,411,80,52,50,90,50,89,45,70,1000000,50,3840
667,Litleo,6,0,Lion Cub Pokémon,Fire,Normal,0.6,13.5,Rivalry,Unnerve,Moxie,369,62,50,58,73,54,72,220,70,1059860,24.6,5120
668,Pyroar,6,0,Royal Pokémon,Fire,Normal,1.5,81.5,Rivalry,Unnerve,Moxie,507,86,68,72,109,66,106,65,70,1059860,24.6,5120
669,Flabébé,6,0,Single Bloom Pokémon,Fairy,,0.1,0.1,Flower Veil,,Symbiosis,303,44,38,39,61,79,42,225,70,1000000,0,5120
670,Floette,6,0,Single Bloom Pokémon,Fairy,,0.2,0.9,Flower Veil,,Symbiosis,371,54,45,47,75,98,52,120,70,1000000,0,5120
671,Florges,6,0,Garden Pokémon,Fairy,,1.1,10,Flower Veil,,Symbiosis,552,78,65,68,112,154,75,45,70,1000000,0,5120
672,Skiddo,6,0,Mount Pokémon,Grass,,0.9,31,Sap Sipper,,Grass Pelt,350,66,65,48,62,57,52,200,70,1000000,50,5120
673,Gogoat,6,0,Mount Pokémon,Grass,,1.7,91,Sap Sipper,,Grass Pelt,531,123,100,62,97,81,68,45,70,1000000,50,5120
674,Pancham,6,0,Playful Pokémon,Fighting,,0.6,8,Iron Fist,Mold Breaker,Scrappy,348,67,82,62,46,48,43,220,70,1000000,50,6400
675,Pangoro,6,0,Daunting Pokémon,Fighting,Dark,2.1,136,Iron Fist,Mold Breaker,Scrappy,495,95,124,78,69,71,58,65,70,1000000,50,6400
676,Furfrou,6,0,Poodle Pokémon,Normal,,1.2,28,Fur Coat,,,472,75,80,60,65,90,102,160,70,1000000,50,5120
677,Espurr,6,0,Restraint Pokémon,Psychic,,0.3,3.5,Keen Eye,Infiltrator,Own Tempo,355,62,48,54,63,60,68,190,70,1000000,50,5120
678,Meowstic Male,6,0,Constraint Pokémon,Psychic,,0.6,8.5,Keen Eye,Infiltrator,Prankster,466,74,48,76,83,81,104,75,70,1000000,50,5120
678,Meowstic Female,6,0,Constraint Pokémon,Psychic,,0.6,8.5,Keen Eye,Infiltrator,Competitive,466,74,48,76,83,81,104,75,70,1000000,50,5120
679,Honedge,6,0,Sword Pokémon,Steel,Ghost,0.8,2,No Guard,,,325,45,80,100,35,37,28,180,70,1000000,50,5120
680,Doublade,6,0,Sword Pokémon,Steel,Ghost,0.8,4.5,No Guard,,,448,59,110,150,45,49,35,90,70,1000000,50,5120
681,Aegislash,6,0,Royal Sword Pokémon,Steel,Ghost,1.7,53,Stance Change,,,520,60,50,150,50,150,60,45,70,1000000,50,5120
682,Spritzee,6,0,Perfume Pokémon,Fairy,,0.2,0.5,Healer,,Aroma Veil,341,78,52,60,63,65,23,200,70,1000000,50,5120
683,Aromatisse,6,0,Fragrance Pokémon,Fairy,,0.8,15.5,Healer,,Aroma Veil,462,101,72,72,99,89,29,140,70,1000000,50,5120
684,Swirlix,6,0,Cotton Candy Pokémon,Fairy,,0.4,3.5,Sweet Veil,,Unburden,341,62,48,66,59,57,49,200,70,1000000,50,5120
685,Slurpuff,6,0,Meringue Pokémon,Fairy,,0.8,5,Sweet Veil,,Unburden,480,82,80,86,85,75,72,140,70,1000000,50,5120
686,Inkay,6,0,Revolving Pokémon,Dark,Psychic,0.4,3.5,Contrary,Suction Cups,Infiltrator,288,53,54,53,37,46,45,190,70,1000000,50,5120
687,Malamar,6,0,Overturning Pokémon,Dark,Psychic,1.5,47,Contrary,Suction Cups,Infiltrator,482,86,92,88,68,75,73,80,70,1000000,50,5120
688,Binacle,6,0,Two-Handed Pokémon,Rock,Water,0.5,31,Sniper,Tough Claws,Pickpocket,306,42,52,67,39,56,50,120,70,1000000,50,5120
689,Barbaracle,6,0,Collective Pokémon,Rock,Water,1.3,96,Sniper,Tough Claws,Pickpocket,500,72,105,115,54,86,68,45,70,1000000,50,5120
690,Skrelp,6,0,Mock Kelp Pokémon,Poison,Water,0.5,7.3,Poison Point,Poison Touch,Adaptability,320,50,60,60,60,60,30,225,70,1000000,50,5120
691,Dragalge,6,0,Mock Kelp Pokémon,Poison,Dragon,1.8,81.5,Poison Point,Poison Touch,Adaptability,494,65,75,90,97,123,44,55,70,1000000,50,5120
692,Clauncher,6,0,Water Gun Pokémon,Water,,0.5,8.3,Mega Launcher,,,330,50,53,62,58,63,44,225,70,1250000,50,3840
693,Clawitzer,6,0,Howitzer Pokémon,Water,,1.3,35.3,Mega Launcher,,,500,71,73,88,120,89,59,55,70,1250000,50,3840
694,Helioptile,6,0,Generator Pokémon,Electric,Normal,0.5,6,Dry Skin,Sand Veil,Solar Power,289,44,38,33,61,43,70,190,70,1000000,50,5120
695,Heliolisk,6,0,Generator Pokémon,Electric,Normal,1,21,Dry Skin,Sand Veil,Solar Power,481,62,55,52,109,94,109,75,70,1000000,50,5120
696,Tyrunt,6,0,Royal Heir Pokémon,Rock,Dragon,0.8,26,Strong Jaw,,Sturdy,362,58,89,77,45,45,48,45,70,1000000,88.1,7680
697,Tyrantrum,6,0,Despot Pokémon,Rock,Dragon,2.5,270,Strong Jaw,,Rock Head,521,82,121,119,69,59,71,45,70,1000000,88.1,7680
698,Amaura,6,0,Tundra Pokémon,Rock,Ice,1.3,25.2,Refrigerate,,Snow Warning,362,77,59,50,67,63,46,45,70,1000000,88.1,7680
699,Aurorus,6,0,Tundra Pokémon,Rock,Ice,2.7,225,Refrigerate,,Snow Warning,521,123,77,72,99,92,58,45,70,1000000,88.1,7680
700,Sylveon,6,0,Intertwining Pokémon,Fairy,,1,23.5,Cute Charm,,Pixilate,525,95,65,65,110,130,60,45,70,1000000,88.1,8960
701,Hawlucha,6,0,Wrestling Pokémon,Fighting,Flying,0.8,21.5,Limber,Unburden,Mold Breaker,500,78,92,75,74,63,118,100,70,1000000,50,5120
702,Dedenne,6,0,Antenna Pokémon,Electric,Fairy,0.2,2.2,Cheek Pouch,Pickup,Plus,431,67,58,57,81,67,101,180,70,1000000,50,5120
703,Carbink,6,0,Jewel Pokémon,Rock,Fairy,0.3,5.7,Clear Body,,Sturdy,500,50,50,150,50,150,50,60,70,1250000,Genderless,6400
704,Goomy,6,0,Soft Tissue Pokémon,Dragon,,0.3,2.8,Sap Sipper,Hydration,Gooey,300,45,50,35,55,75,40,45,35,1250000,50,10240
705,Sliggoo,6,0,Soft Tissue Pokémon,Dragon,,0.8,17.5,Sap Sipper,Hydration,Gooey,452,68,75,53,83,113,60,45,35,1250000,50,10240
706,Goodra,6,0,Dragon Pokémon,Dragon,,2,150.5,Sap Sipper,Hydration,Gooey,600,90,100,70,110,150,80,45,35,1250000,50,10240
707,Klefki,6,0,Key Ring Pokémon,Steel,Fairy,0.2,3,Prankster,,Magician,470,57,80,91,80,87,75,75,70,800000,50,5120
708,Phantump,6,0,Stump Pokémon,Ghost,Grass,0.4,7,Natural Cure,Frisk,Harvest,309,43,70,48,50,60,38,120,70,1000000,50,5120
709,Trevenant,6,0,Elder Tree Pokémon,Ghost,Grass,1.5,71,Natural Cure,Frisk,Harvest,474,85,110,76,65,82,56,60,70,1000000,50,5120
710,Pumpkaboo Average Size,6,0,Pumpkin Pokémon,Ghost,Grass,0.4,5,Pickup,Frisk,Insomnia,335,49,66,70,44,55,51,120,70,1000000,50,5120
710,Pumpkaboo Small Size,6,0,Pumpkin Pokémon,Ghost,Grass,0.3,3.5,Pickup,Frisk,Insomnia,335,44,66,70,44,55,56,120,70,1000000,50,5120
710,Pumpkaboo Large Size,6,0,Pumpkin Pokémon,Ghost,Grass,0.5,7.5,Pickup,Frisk,Insomnia,335,54,66,70,44,55,46,120,70,1000000,50,5120
710,Pumpkaboo Super Size,6,0,Pumpkin Pokémon,Ghost,Grass,0.8,15,Pickup,Frisk,Insomnia,335,59,66,70,44,55,41,120,70,1000000,50,5120
711,Gourgeist Average Size,6,0,Pumpkin Pokémon,Ghost,Grass,0.9,12.5,Pickup,Frisk,Insomnia,494,65,90,122,58,75,84,60,70,1000000,50,5120
711,Gourgeist Small Size,6,0,Pumpkin Pokémon,Ghost,Grass,0.7,9.5,Pickup,Frisk,Insomnia,494,55,85,122,58,75,99,60,70,1000000,50,5120
711,Gourgeist Large Size,6,0,Pumpkin Pokémon,Ghost,Grass,1.1,14,Pickup,Frisk,Insomnia,494,75,95,122,58,75,69,60,70,1000000,50,5120
711,Gourgeist Super Size,6,0,Pumpkin Pokémon,Ghost,Grass,1.7,39,Pickup,Frisk,Insomnia,494,85,100,122,58,75,54,60,70,1000000,50,5120
712,Bergmite,6,0,Ice Chunk Pokémon,Ice,,1,99.5,Own Tempo,Ice Body,Sturdy,304,55,69,85,32,35,28,190,70,1000000,50,5120
713,Avalugg,6,0,Iceberg Pokémon,Ice,,2,505,Own Tempo,Ice Body,Sturdy,514,95,117,184,44,46,28,55,70,1000000,50,5120
714,Noibat,6,0,Sound Wave Pokémon,Flying,Dragon,0.5,8,Frisk,Infiltrator,Telepathy,245,40,30,35,45,40,55,190,70,1000000,50,5120
715,Noivern,6,0,Sound Wave Pokémon,Flying,Dragon,1.5,85,Frisk,Infiltrator,Telepathy,535,85,70,80,97,80,123,45,70,1000000,50,5120
716,Xerneas,6,1,Life Pokémon,Fairy,,3,215,Fairy Aura,,,680,126,131,95,131,98,99,45,0,1250000,Genderless,30720
717,Yveltal,6,1,Destruction Pokémon,Dark,Flying,5.8,203,Dark Aura,,,680,126,131,95,131,98,99,45,0,1250000,Genderless,30720
718,Zygarde 50% Forme,6,1,Order Pokémon,Dragon,Ground,5,305,Aura Break,Power Construct,,600,108,100,121,81,95,95,3,0,1250000,Genderless,30720
718,Zygarde 10% Forme,6,1,Order Pokémon,Dragon,Ground,1.2,33.5,Aura Break,Power Construct,,486,54,100,71,61,85,115,3,0,1250000,Genderless,30720
718,Zygarde Complete Forme,6,1,Order Pokémon,Dragon,Ground,4.5,610,Power Construct,,,708,216,100,121,91,95,85,3,0,1250000,Genderless,30720
719,Diancie,6,1,Jewel Pokémon,Rock,Fairy,0.7,8.8,Clear Body,,,600,50,100,150,100,150,50,3,70,1250000,Genderless,6400
720,Hoopa Hoopa Confined,6,1,Mischief Pokémon,Psychic,Ghost,0.5,9,Magician,,,600,80,110,60,150,130,70,3,100,1250000,Genderless,30720
720,Hoopa Hoopa Unbound,6,1,Djinn Pokémon,Psychic,Dark,6.5,490,Magician,,,680,80,160,60,170,130,80,3,100,1250000,Genderless,30720
721,Volcanion,6,1,Steam Pokémon,Fire,Water,1.7,195,Water Absorb,,,600,80,110,120,130,90,70,3,100,1250000,Genderless,30720
722,Rowlet,7,0,Grass Quill Pokémon,Grass,Flying,0.3,1.5,Overgrow,,Long Reach,320,68,55,55,50,50,42,45,70,1059860,88.1,3840
723,Dartrix,7,0,Blade Quill Pokémon,Grass,Flying,0.7,16,Overgrow,,Long Reach,420,78,75,75,70,70,52,45,70,1059860,88.1,3840
724,Decidueye,7,0,Arrow Quill Pokémon,Grass,Ghost,1.6,36.6,Overgrow,,Long Reach,530,78,107,75,100,100,70,45,70,1059860,88.1,3840
725,Litten,7,0,Fire Cat Pokémon,Fire,,0.4,4.3,Blaze,,Intimidate,320,45,65,40,60,40,70,45,70,1059860,88.1,3840
726,Torracat,7,0,Fire Cat Pokémon,Fire,,0.7,25,Blaze,,Intimidate,420,65,85,50,80,50,90,45,70,1059860,88.1,3840
727,Incineroar,7,0,Heel Pokémon,Fire,Dark,1.8,83,Blaze,,Intimidate,530,95,115,90,80,90,60,45,70,1059860,88.1,3840
728,Popplio,7,0,Sea Lion Pokémon,Water,,0.4,7.5,Torrent,,Liquid Voice,320,50,54,54,66,56,40,45,70,1059860,88.1,3840
729,Brionne,7,0,Pop Star Pokémon,Water,,0.6,17.5,Torrent,,Liquid Voice,420,60,69,69,91,81,50,45,70,1059860,88.1,3840
730,Primarina,7,0,Soloist Pokémon,Water,Fairy,1.8,44,Torrent,,Liquid Voice,530,80,74,74,126,116,60,45,70,1059860,88.1,3840
731,Pikipek,7,0,Woodpecker Pokémon,Normal,Flying,0.3,1.2,Keen Eye,Skill Link,Pickup,265,35,75,30,30,30,65,255,70,1000000,50,3840
732,Trumbeak,7,0,Bugle Beak Pokémon,Normal,Flying,0.6,14.8,Keen Eye,Skill Link,Pickup,355,55,85,50,40,50,75,120,70,1000000,50,3840
733,Toucannon,7,0,Cannon Pokémon,Normal,Flying,1.1,26,Keen Eye,Skill Link,Sheer Force,485,80,120,75,75,75,60,45,70,1000000,50,3840
734,Yungoos,7,0,Loitering Pokémon,Normal,,0.4,6,Strong Jaw,Stakeout,Adaptability,253,48,70,30,30,30,45,255,70,1000000,50,3840
735,Gumshoos,7,0,Stakeout Pokémon,Normal,,0.7,14.2,Strong Jaw,Stakeout,Adaptability,418,88,110,60,55,60,45,127,70,1000000,50,3840
736,Grubbin,7,0,Larva Pokémon,Bug,,0.4,4.4,Swarm,,,300,47,62,45,55,45,46,255,70,1000000,50,3840
737,Charjabug,7,0,Battery Pokémon,Bug,Electric,0.5,10.5,Battery,,,400,57,82,95,55,75,36,120,70,1000000,50,3840
738,Vikavolt,7,0,Stag Beetle Pokémon,Bug,Electric,1.5,45,Levitate,,,500,77,70,90,145,75,43,45,70,1000000,50,3840
739,Crabrawler,7,0,Boxing Pokémon,Fighting,,0.6,7,Hyper Cutter,Iron Fist,Anger Point,338,47,82,57,42,47,63,225,70,1000000,50,5120
740,Crabominable,7,0,Woolly Crab Pokémon,Fighting,Ice,1.7,180,Hyper Cutter,Iron Fist,Anger Point,478,97,132,77,62,67,43,60,70,1000000,50,5120
741,Oricorio Baile Style,7,0,Dancing Pokémon,Fire,Flying,0.6,3.4,Dancer,,,476,75,70,70,98,70,93,45,70,1000000,24.6,5120
741,Oricorio Pom-Pom Style,7,0,Dancing Pokémon,Electric,Flying,0.6,3.4,Dancer,,,476,75,70,70,98,70,93,45,70,1000000,24.6,5120
741,Oricorio Pa'u Style,7,0,Dancing Pokémon,Psychic,Flying,0.6,3.4,Dancer,,,476,75,70,70,98,70,93,45,70,1000000,24.6,5120
741,Oricorio Sensu Style,7,0,Dancing Pokémon,Ghost,Flying,0.6,3.4,Dancer,,,476,75,70,70,98,70,93,45,70,1000000,24.6,5120
742,Cutiefly,7,0,Bee Fly Pokémon,Bug,Fairy,0.1,0.2,Honey Gather,Shield Dust,Sweet Veil,304,40,45,40,55,40,84,190,70,1000000,50,5120
743,Ribombee,7,0,Bee Fly Pokémon,Bug,Fairy,0.2,0.5,Honey Gather,Shield Dust,Sweet Veil,464,60,55,60,95,70,124,75,70,1000000,50,5120
744,Rockruff,7,0,Puppy Pokémon,Rock,,0.5,9.2,Keen Eye,Vital Spirit,Steadfast,280,45,65,40,30,40,60,190,70,1000000,50,3840
744,Own Tempo Rockruff,7,0,Puppy Pokémon,Rock,,0.5,9.2,Own Tempo,,,280,45,65,40,30,40,60,190,70,1000000,50,3840
745,Lycanroc Midday Form,7,0,Wolf Pokémon,Rock,,0.8,25,Keen Eye,Sand Rush,Steadfast,487,75,115,65,55,65,112,90,70,1000000,50,3840
745,Lycanroc Midnight Form,7,0,Wolf Pokémon,Rock,,1.1,25,Keen Eye,Vital Spirit,No Guard,487,85,115,75,55,75,82,90,70,1000000,50,3840
745,Lycanroc Dusk Form,7,0,Wolf Pokémon,Rock,,0.8,25,Tough Claws,,,487,75,117,65,55,65,110,90,70,1000000,50,3840
746,Wishiwashi Solo Form,7,0,Small Fry Pokémon,Water,,0.2,0.3,Schooling,,,175,45,20,20,25,25,40,60,70,800000,50,3840
747,Mareanie,7,0,Brutal Star Pokémon,Poison,Water,0.4,8,Merciless,Limber,Regenerator,305,50,53,62,43,52,45,190,70,1000000,50,5120
748,Toxapex,7,0,Brutal Star Pokémon,Poison,Water,0.7,14.5,Merciless,Limber,Regenerator,495,50,63,152,53,142,35,75,70,1000000,50,5120
749,Mudbray,7,0,Donkey Pokémon,Ground,,1,110,Own Tempo,Stamina,Inner Focus,385,70,100,70,45,55,45,190,70,1000000,50,5120
750,Mudsdale,7,0,Draft Horse Pokémon,Ground,,2.5,920,Own Tempo,Stamina,Inner Focus,500,100,125,100,55,85,35,60,70,1000000,50,5120
751,Dewpider,7,0,Water Bubble Pokémon,Water,Bug,0.3,4,Water Bubble,,Water Absorb,269,38,40,52,40,72,27,200,70,1000000,50,3840
752,Araquanid,7,0,Water Bubble Pokémon,Water,Bug,1.8,82,Water Bubble,,Water Absorb,454,68,70,92,50,132,42,100,70,1000000,50,3840
753,Fomantis,7,0,Sickle Grass Pokémon,Grass,,0.3,1.5,Leaf Guard,,Contrary,250,40,55,35,50,35,35,190,70,1000000,50,5120
754,Lurantis,7,0,Bloom Sickle Pokémon,Grass,,0.9,18.5,Leaf Guard,,Contrary,480,70,105,90,80,90,45,75,70,1000000,50,5120
755,Morelull,7,0,Illuminating Pokémon,Grass,Fairy,0.2,1.5,Illuminate,Effect Spore,Rain Dish,285,40,35,55,65,75,15,190,70,1000000,50,5120
756,Shiinotic,7,0,Illuminating Pokémon,Grass,Fairy,1,11.5,Illuminate,Effect Spore,Rain Dish,405,60,45,80,90,100,30,75,70,1000000,50,5120
757,Salandit,7,0,Toxic Lizard Pokémon,Poison,Fire,0.6,4.8,Corrosion,,Oblivious,320,48,44,40,71,40,77,120,70,1000000,88.1,5120
758,Salazzle,7,0,Toxic Lizard Pokémon,Poison,Fire,1.2,22.2,Corrosion,,Oblivious,480,68,64,60,111,60,117,45,70,1000000,0,5120
759,Stufful,7,0,Flailing Pokémon,Normal,Fighting,0.5,6.8,Fluffy,Klutz,Cute Charm,340,70,75,50,45,50,50,140,70,1000000,50,3840
760,Bewear,7,0,Strong Arm Pokémon,Normal,Fighting,2.1,135,Fluffy,Klutz,Unnerve,500,120,125,80,55,60,60,70,70,1000000,50,3840
761,Bounsweet,7,0,Fruit Pokémon,Grass,,0.3,3.2,Leaf Guard,Oblivious,Sweet Veil,210,42,30,38,30,38,32,235,70,1059860,0,5120
762,Steenee,7,0,Fruit Pokémon,Grass,,0.7,8.2,Leaf Guard,Oblivious,Sweet Veil,290,52,40,48,40,48,62,120,70,1059860,0,5120
763,Tsareena,7,0,Fruit Pokémon,Grass,,1.2,21.4,Leaf Guard,Queenly Majesty,Sweet Veil,510,72,120,98,50,98,72,45,70,1059860,0,5120
764,Comfey,7,0,Posy Picker Pokémon,Fairy,,0.1,0.3,Flower Veil,Triage,Natural Cure,485,51,52,90,82,110,100,60,70,800000,24.6,5120
765,Oranguru,7,0,Sage Pokémon,Normal,Psychic,1.5,76,Inner Focus,Telepathy,Symbiosis,490,90,60,80,90,110,60,45,70,1250000,50,5120
766,Passimian,7,0,Teamwork Pokémon,Fighting,,2,82.8,Receiver,,Defiant,490,100,120,90,40,60,80,45,70,1250000,50,5120
767,Wimpod,7,0,Turn Tail Pokémon,Bug,Water,0.5,12,Wimp Out,,,230,25,35,40,20,30,80,90,70,1000000,50,5120
768,Golisopod,7,0,Hard Scale Pokémon,Bug,Water,2,108,Emergency Exit,,,530,75,125,140,60,90,40,45,70,1000000,50,5120
769,Sandygast,7,0,Sand Heap Pokémon,Ghost,Ground,0.5,70,Water Compaction,,Sand Veil,320,55,55,80,70,45,15,140,70,1000000,50,3840
770,Palossand,7,0,Sand Castle Pokémon,Ghost,Ground,1.3,250,Water Compaction,,Sand Veil,480,85,75,110,100,75,35,60,70,1000000,50,3840
771,Pyukumuku,7,0,Sea Cucumber Pokémon,Water,,0.3,1.2,Innards Out,,Unaware,410,55,60,130,30,130,5,60,70,800000,50,3840
772,Type: Null,7,1,Synthetic Pokémon,Normal,,1.9,120.5,Battle Armor,,,534,95,95,95,95,95,59,3,0,1250000,Genderless,30720
773,Silvally,7,1,Synthetic Pokémon,Normal,,2.3,100.5,RKS System,,,570,95,95,95,95,95,95,3,0,1250000,Genderless,30720
774,Minior Meteor Form,7,0,Meteor Pokémon,Rock,Flying,0.3,40,Shields Down,,,440,60,60,100,60,100,60,30,70,1059860,Genderless,6400
774,Minior Core Form,7,0,Meteor Pokémon,Rock,Flying,0.3,0.3,Shields Down,,,500,60,100,60,100,60,120,30,70,1059860,Genderless,6400
775,Komala,7,0,Drowsing Pokémon,Normal,,0.4,19.9,Comatose,,,480,65,115,65,75,95,65,45,70,1250000,50,5120
776,Turtonator,7,0,Blast Turtle Pokémon,Fire,Dragon,2,212,Shell Armor,,,485,60,78,135,91,85,36,70,70,1000000,50,5120
777,Togedemaru,7,0,Roly-Poly Pokémon,Electric,Steel,0.3,3.3,Iron Barbs,Lightning Rod,Sturdy,435,65,98,63,40,73,96,180,70,1000000,50,2560
778,Mimikyu,7,0,Disguise Pokémon,Ghost,Fairy,0.2,0.7,Disguise,,,476,55,90,80,50,105,96,45,70,1000000,50,5120
779,Bruxish,7,0,Gnash Teeth Pokémon,Water,Psychic,0.9,19,Dazzling,Strong Jaw,Wonder Skin,475,68,105,70,70,70,92,80,70,1000000,50,3840
780,Drampa,7,0,Placid Pokémon,Normal,Dragon,3,185,Berserk,Sap Sipper,Cloud Nine,485,78,60,85,135,91,36,70,70,1000000,50,5120
781,Dhelmise,7,0,Sea Creeper Pokémon,Ghost,Grass,3.9,210,Steelworker,,,517,70,131,100,86,90,40,25,70,1000000,Genderless,6400
782,Jangmo-o,7,0,Scaly Pokémon,Dragon,,0.6,29.7,Bulletproof,Soundproof,Overcoat,300,45,55,65,45,45,45,45,70,1250000,50,10240
783,Hakamo-o,7,0,Scaly Pokémon,Dragon,Fighting,1.2,47,Bulletproof,Soundproof,Overcoat,420,55,75,90,65,70,65,45,70,1250000,50,10240
784,Kommo-o,7,0,Scaly Pokémon,Dragon,Fighting,1.6,78.2,Bulletproof,Soundproof,Overcoat,600,75,110,125,100,105,85,45,70,1250000,50,10240
785,Tapu Koko,7,1,Land Spirit Pokémon,Electric,Fairy,1.8,20.5,Electric Surge,,Telepathy,570,70,115,85,95,75,130,3,70,1250000,Genderless,3840
786,Tapu Lele,7,1,Land Spirit Pokémon,Psychic,Fairy,1.2,18.6,Psychic Surge,,Telepathy,570,70,85,75,130,115,95,3,70,1250000,Genderless,3840
787,Tapu Bulu,7,1,Land Spirit Pokémon,Grass,Fairy,1.9,45.5,Grassy Surge,,Telepathy,570,70,130,115,85,95,75,3,70,1250000,Genderless,3840
788,Tapu Fini,7,1,Land Spirit Pokémon,Water,Fairy,1.3,21.2,Misty Surge,,Telepathy,570,70,75,115,95,130,85,3,70,1250000,Genderless,3840
789,Cosmog,7,1,Nebula Pokémon,Psychic,,0.2,0.1,Unaware,,,200,43,29,31,29,31,37,45,0,1250000,Genderless,30720
790,Cosmoem,7,1,Protostar Pokémon,Psychic,,0.1,999.9,Sturdy,,,400,43,29,131,29,131,37,45,0,1250000,Genderless,30720
791,Solgaleo,7,1,Sunne Pokémon,Psychic,Steel,3.4,230,Full Metal Body,,,680,137,137,107,113,89,97,45,0,1250000,Genderless,30720
792,Lunala,7,1,Moone Pokémon,Psychic,Ghost,4,120,Shadow Shield,,,680,137,113,89,137,107,97,45,0,1250000,Genderless,30720
793,Nihilego,7,1,Parasite Pokémon,Rock,Poison,1.2,55.5,Beast Boost,,,570,109,53,47,127,131,103,45,0,1250000,Genderless,30720
794,Buzzwole,7,1,Swollen Pokémon,Bug,Fighting,2.4,333.6,Beast Boost,,,570,107,139,139,53,53,79,45,0,1250000,Genderless,30720
795,Pheromosa,7,1,Lissome Pokémon,Bug,Fighting,1.8,25,Beast Boost,,,570,71,137,37,137,37,151,45,0,1250000,Genderless,30720
796,Xurkitree,7,1,Glowing Pokémon,Electric,,3.8,100,Beast Boost,,,570,83,89,71,173,71,83,45,0,1250000,Genderless,30720
797,Celesteela,7,1,Launch Pokémon,Steel,Flying,9.2,999.9,Beast Boost,,,570,97,101,103,107,101,61,45,0,1250000,Genderless,30720
798,Kartana,7,1,Drawn Sword Pokémon,Grass,Steel,0.3,0.1,Beast Boost,,,570,59,181,131,59,31,109,45,0,1250000,Genderless,30720
799,Guzzlord,7,1,Junkivore Pokémon,Dark,Dragon,5.5,888,Beast Boost,,,570,223,101,53,97,53,43,45,0,1250000,Genderless,30720
800,Necrozma,7,1,Prism Pokémon,Psychic,,2.4,230,Prism Armor,,,600,97,107,101,127,89,79,255,0,1250000,Genderless,30720
800,Dusk Mane Necrozma,7,1,Prism Pokémon,Psychic,Steel,3.8,460,Prism Armor,,,680,97,157,127,113,109,77,3,0,1250000,Genderless,30720
800,Dawn Wings Necrozma,7,1,Prism Pokémon,Psychic,Ghost,4.2,350,Prism Armor,,,680,97,113,109,157,127,77,3,0,1250000,Genderless,30720
800,Ultra Necrozma,7,1,Prism Pokémon,Psychic,Dragon,7.5,230,Neuroforce,,,754,97,167,97,167,97,129,3,0,1250000,Genderless,30720
801,Magearna,7,1,Artificial Pokémon,Steel,Fairy,1,80.5,Soul-Heart,,,600,80,95,115,130,115,65,3,0,1250000,Genderless,30720
